Timestamp,Username,VideoID,Comment,Date
2020-10-24T03:17:16Z,@vegasstrongsanchez7105,-BGlWM7YMMI,Thank you so much Mike. Thumbs Up,2020-10-24T03:17:16Z
2020-10-24T21:41:35Z,@YourDriverMike,-BGlWM7YMMI,Glad to help Vegas Strong,2020-10-24T21:41:35Z
2020-10-25T09:12:17Z,@vegasstrongsanchez7105,-BGlWM7YMMI,@@YourDriverMike thanks buddy I just subscribed,2020-10-25T09:12:17Z
2020-06-06T13:36:12Z,@deadrootracer7654,-BGlWM7YMMI,"Very helpful, thanks 👍🏽",2020-06-06T13:36:12Z
2020-06-09T05:14:12Z,@YourDriverMike,-BGlWM7YMMI,Glad to help!,2020-06-09T05:14:12Z
2022-03-06T13:45:15Z,@red32303,-BGlWM7YMMI,Most of what he said is false,2022-03-06T13:45:15Z
2022-03-31T11:41:16Z,@chrisjenkins203,-BGlWM7YMMI,Not really,2022-03-31T11:41:16Z
2020-03-10T20:01:49Z,@SoraAmm,-BGlWM7YMMI,"Tip:
You get more destination filters if you become Uber pro Platinum",2020-03-10T20:01:49Z
2022-07-12T00:15:54Z,@biajidejajchowdhury1058,-BGlWM7YMMI,False,2022-07-12T00:15:54Z
2019-12-26T06:49:21Z,@MikeAetherial,-BGlWM7YMMI,I wish I had known about this when I had a 100 mile rider. lol,2019-12-26T06:49:21Z
2019-12-14T21:46:40Z,@drfrankm,-BGlWM7YMMI,"Two filters is terrible. Also, I discovered, that uber will not allow you to turn on destination mode if you are in an area where there is rush hour traffic. Example is when I am in Los Angeles trying to get back home to San Diego during rush hour, destination filter won't turn on.",2019-12-14T21:46:40Z
2019-06-16T01:41:12Z,@louriel1861,-BGlWM7YMMI,"Bro can you tell me what to do when I put my destination and it takes me through tolls??? We all know there’s nobody to pick up on tolls. I never have gotten one from a toll or a major highway, it’s a waste of a destination when u get off the tolls and close to home and then you get one 😒 what am I do do? Plz don’t say “don’t take the tolls” because it keeps rerouting to the tolls",2019-06-16T01:41:12Z
2019-07-12T08:32:30Z,@YourDriverMike,-BGlWM7YMMI,"What's rerouting, Uber's navigation? Use Google Maps or Waze and select the ""avoid tolls"" option, that's what I do, I never take toll roads.",2019-07-12T08:32:30Z
2019-05-20T03:47:05Z,@ezoceanview,-BGlWM7YMMI,"Too bad you can only use it twice, I finished working hours earlier that I wanted too because I could not choose destination home.",2019-05-20T03:47:05Z
2019-05-09T06:54:36Z,@getoverhere1225,-BGlWM7YMMI,"Wow, how do you actually get to and use the destination filter.",2019-05-09T06:54:36Z
2019-05-09T23:57:09Z,@YourDriverMike,-BGlWM7YMMI,"Hi Kevin, in the upper left hand corner of your driver app click on the magnifying glass. This will open your destination filter if available.",2019-05-09T23:57:09Z
2022-03-31T11:47:39Z,@chrisjenkins203,-BGlWM7YMMI,"Btw, after watching a different video that did explain the basics, it’s in the upper *RIGHT* hand corner, not the _left._",2022-03-31T11:47:39Z
2019-04-23T17:40:43Z,@tompowervlogsandvids,-BGlWM7YMMI,Dude where the uber app setup for this Filter OMG waste if time,2019-04-23T17:40:43Z
2019-04-23T17:40:43Z,@tompowervlogsandvids,-BGlWM7YMMI,Dude where the uber app setup for this Filter OMG waste if time,2019-04-23T17:40:43Z
2019-04-25T02:28:17Z,@YourDriverMike,-BGlWM7YMMI,"Hi Tom, on the main screen of your Uber app in the top left do you see a magnifying glass? That is now used to set your destination filter.",2019-04-25T02:28:17Z
2019-04-26T07:16:23Z,@tompowervlogsandvids,-BGlWM7YMMI,Where the VIDEO ??? Showing How TOO,2019-04-26T07:16:23Z
2019-03-13T21:30:52Z,@nickliu4903,-BGlWM7YMMI,It’s time Uber cut 30% rate for df trips ...,2019-03-13T21:31:19Z
2018-12-11T08:40:25Z,@chillzoneyt1,-BGlWM7YMMI,Thanks,2018-12-11T08:40:25Z
2018-12-11T16:32:39Z,@YourDriverMike,-BGlWM7YMMI,Thanks for watching Mike!,2018-12-11T16:32:39Z
2018-10-26T13:15:31Z,@UGPVlogsLA,-BGlWM7YMMI,"Ever since they brought out the new app in June it’s better as you don’t have to keep resetting it. Different from the old app. They need a “Emergency Get Home Now” DF as a back up or roll over unused DF’s. Here in LA we could end up miles away!  Doesn’t work at rush hour either. Do like it though, I always use it. Big cities need more!!! UGP LA💖",2018-10-26T13:15:31Z
2018-10-26T10:06:11Z,@paralegalstar9970,-BGlWM7YMMI,"In Chicago, they turn off the Destination Filter during rush hour, so you can not use it to avoid the grueling airport trips.
Also, if you are in the ghetto, they want to keep you available there for PR purposes, even if there is no demand at all, so they disable the DF.  
They also kill it during large events, so you can't hope for a long surge trip to take you home. 
Offering the destination filter was one of the nicest things Uber did for the drivers, but it is becoming less reliable as a day-planning tool and I think Uber would like to make it disappear.",2018-10-26T10:08:39Z
2018-10-26T13:06:24Z,@UGPVlogsLA,-BGlWM7YMMI,"ParaLegalStar  Same here in LA!  Forget trying to set your DF at rush hour as it’s NOT going to work. The Algorithm is set to keep Driver’s slaving away!  They need to give us one to get home, especially in a large metro area like Los Angeles.  UGP LA 💖",2018-10-26T13:06:24Z
2018-10-26T02:16:28Z,@druw1989,-BGlWM7YMMI,"Tips for driving with uber.
1. Dont chase the surge.
2. Try and avoid taking rides more than 7 mins away.
3. Dont take shit from anyone. Your not helping yourself or your fellow drivers.
4. Get a dash cam
5. Someone says they will tip you in the app is probably not gonna tip you.",2018-10-26T02:16:28Z
2022-09-24T01:25:05Z,@markmensah7133,-BGlWM7YMMI,Agree,2022-09-24T01:25:05Z
2018-10-25T19:16:49Z,@dougiedoowestpalmbeach148,-BGlWM7YMMI,Should be more the 2,2018-10-25T19:16:49Z
2018-10-26T11:02:29Z,@YourDriverMike,-BGlWM7YMMI,Remember when it was 6?,2018-10-26T11:02:29Z
2018-10-26T13:10:06Z,@UGPVlogsLA,-BGlWM7YMMI,Your Driver Mike  That must have been when you were a active driver Mike!!! Lol. Sorry. I hope you’re doing well. Would love to chat when you’re ready!  UberGirlPaula LA💖,2018-10-26T13:10:06Z
2022-05-05T05:07:33Z,@danplunkett2594,-BGlWM7YMMI,"I think you should always have the option to put in your home address because if you can't, your only option is to go offline and dead head home. What a waste for the drivers and potential riders.",2022-05-05T05:07:33Z
2018-10-25T19:15:36Z,@robert907,-BGlWM7YMMI,"Sucks u can only use it twice. I like lyft better, there is no limit",2018-10-25T19:15:36Z
2018-10-26T03:50:36Z,@richrichie7179,-BGlWM7YMMI,Robert Chittenden Lyft gives you six but if you haven’t used it it only last 10-30 min then if you don’t find a ride during that time you’ve wasted a filter,2018-10-26T03:50:36Z
2018-10-26T13:08:18Z,@UGPVlogsLA,-BGlWM7YMMI,"Sorry but LYFT sucks big time!  UBER rules the LA market. That’s why Lyft try and give those shady pax 50 cent fares!!! No thanks, I’ll stick to Uber",2018-10-26T13:08:18Z
2018-12-11T11:14:17Z,@PreciseAimm,-BGlWM7YMMI,We only get 2 tries now here in nyc :(,2018-12-11T11:14:17Z
2024-09-18T00:27:55Z,@punlisous410,BnlNT1YUAjU,"Hello, I have a question that you might be able to help me with, I travel from Tampa to Orlando daily and would like to make extra money, can I use Lyft or Uber to do that by only setting certain destinations, like only people that need a ride from Tampa to Orlando or that way?",2024-09-18T00:27:55Z
2024-06-14T01:05:57Z,@Hiddener54,BnlNT1YUAjU,Hey most of the time I end up driving far away from my residence.  By the time I want to go home I am one and half hour distance away from my residence. What to do?,2024-06-14T01:05:57Z
2024-06-01T21:16:18Z,@franciscomillan8916,BnlNT1YUAjU,"Thanks 🙏 again I really appreciated it 
😂 I was a bit confused about it / filters 
Very good explanation .",2024-06-01T21:16:50Z
2024-06-01T22:42:35Z,@BuckLiving,BnlNT1YUAjU,Glad to help!,2024-06-01T22:42:35Z
2023-07-16T19:21:13Z,@Therideshareguy,18rEHyZtpwg,"❔ Did you know these features? What other features do you know that may be ""hidden"" Let us know in the comments.
📺 Watch this video NEXT: https://youtu.be/X5zE9OR4A0I
👉 See how much money you can earn driving for Uber in YOUR city: https://yt.therideshareguy.com/uber-driver/
👉 Become a driver for Lyft: https://yt.therideshareguy.com/lyft-driver/",2023-07-16T19:21:13Z
2023-07-21T21:58:00Z,@JoKurtis,18rEHyZtpwg,"You forgot how to toggle on and off location sharing with Lyft, which helps you out by not taking away the surges because they make it seem like you’re invisible.",2023-07-21T21:58:00Z
2023-07-24T22:21:03Z,@DJRayBoston,18rEHyZtpwg,"@@JoKurtis i've heard this will get you deactivated, so be careful with that one.",2024-04-18T01:56:16Z
2024-11-29T12:30:31Z,@positivelink2000,18rEHyZtpwg,"Yes, you can.",2024-11-29T12:30:31Z
2025-01-08T13:57:57Z,@donnielovett6991,18rEHyZtpwg,Lyft sucks,2025-01-08T13:57:57Z
2025-01-03T06:49:05Z,@Jaehue,18rEHyZtpwg,"Very informative video. Thank you, Sir.🎉",2025-01-03T06:49:05Z
2024-11-09T03:25:27Z,@James-cm7so,18rEHyZtpwg,Thanks brotha . I just started doing lyft and you are a HUGE help,2024-11-09T03:25:27Z
2024-11-05T13:18:19Z,@Nutrition4DMind,18rEHyZtpwg,Thanks for this information. I appreciate it!! Huge Help! 🙏🏾👍🏾👏🏾,2024-11-05T13:18:19Z
2024-10-29T19:32:54Z,@526hwi,18rEHyZtpwg,Can you help with a situation that we are all facing here. Lyft made it kinda hard for people to tip on the app. Most people try to tip but the process is not easy. Uber is easy to tip. Can you make some noice on this please.,2024-10-29T19:32:54Z
2024-10-14T14:08:29Z,@lindashilling-burhans7543,18rEHyZtpwg,"I have my own strategy: drive for Lyft. If it doesn't pay, go back to high paying job that paid for commute and all car expenses and STOP whining.",2024-10-14T14:08:29Z
2024-09-22T21:21:21Z,@D_Irene,18rEHyZtpwg,Just starting Lyft I love the location filter. Sometimes I don’t want to be 50 miles away wish Lyft had that.,2024-09-22T21:21:21Z
2024-09-19T18:27:50Z,@acwells1656,18rEHyZtpwg,How to enable translation,2024-09-19T18:27:50Z
2024-08-24T03:54:17Z,@mdlmnishagh,18rEHyZtpwg,Hi I can’t add the Waze in my app Lyft driver what’s the solution ?,2024-08-24T03:54:17Z
2024-08-09T21:01:24Z,@markaguilar587,18rEHyZtpwg,Question if you turn off ride request once you do drop off passenger once complete do you get next call or do I have to turn on ride request,2024-08-09T21:01:24Z
2024-07-30T17:25:32Z,@jasonpatriot,18rEHyZtpwg,Who do you get your insurance from and how much is it roughly per month?,2024-07-30T17:25:32Z
2024-07-06T15:10:45Z,@dukedomm,18rEHyZtpwg,"I drive lyth now, it's so much better for compared to uber",2024-07-06T15:10:45Z
2024-06-20T15:17:59Z,@leesetvirg8401,18rEHyZtpwg,Thank you this helped. ❤,2024-06-20T15:17:59Z
2024-06-12T15:26:33Z,@jbkcamping,18rEHyZtpwg,"In Nevada, we get $100 for 50 rides in an EV but it says until July 1, 2024. Does anybody know if it’s going to be extended beyond that?",2024-06-12T15:26:33Z
2024-06-11T07:07:21Z,@dianneinezbogert3481,18rEHyZtpwg,Where is the area to consent to a background check?  I need to have another one done to drive in a different state.  I see where it talks about a background check but I can't find the actual place to consent it.,2024-06-11T07:07:21Z
2024-06-09T17:30:18Z,@ДилшодСалиев-ы1ы,18rEHyZtpwg,Very useful thanks for information,2024-06-09T17:30:18Z
2024-06-01T16:09:01Z,@SimpatKizirian,18rEHyZtpwg,I like to understand how the Lyft app can tell because we get a weekly report on the breaking and the phone usage or the speed how they are detecting all this through the Lyft app. Can you please explain,2024-06-01T16:09:01Z
2024-05-27T04:49:17Z,@mohamedbaghdady,18rEHyZtpwg,"Very helpful video
Many thanks for sharing 🌟🌟🌟",2024-05-27T04:49:17Z
2024-05-17T15:52:01Z,@presspageentertainment,18rEHyZtpwg,"location filters are great, if you want to drive before a doctor appointment, without this filter, you could get a long drop off and have to reschedule your appointment",2024-05-17T15:52:01Z
2024-07-02T14:52:58Z,@ericr91,18rEHyZtpwg,"Yes, it's great for part time drivers. If you have a few hours of free time but have somewhere you need to be later, you can make some money and still get to your appointment.",2024-07-02T14:52:58Z
2024-05-15T06:12:07Z,@amiedavis5257,18rEHyZtpwg,How do passengers tip?  What apps are they using to tip you?  I'm asking as I am going to be starting with Lyft here soon.,2024-05-15T06:12:07Z
2024-05-03T21:50:06Z,@Icywalnut,18rEHyZtpwg,Thanks for the video! Nice info 😊,2024-05-03T21:50:06Z
2024-04-26T22:52:05Z,@labsareperfect,18rEHyZtpwg,I’m too afraid to give a bad rating because when I drive for Uber I got rating retaliation and a complaint from the company!,2024-04-26T22:52:05Z
2024-04-24T04:18:35Z,@diebsaigh2124,18rEHyZtpwg,I watch your video to see how turn the map to dark mode. My map stays in day time mode and I can’t figure out how to turn it for night mode. Your video still interesting and thank you,2024-04-24T04:18:35Z
2024-04-09T12:13:59Z,@animalboxsharpeningservice1961,18rEHyZtpwg,I tried it won’t let me set up for payment?,2024-04-09T12:13:59Z
2024-04-06T19:19:19Z,@idleoutcaster,18rEHyZtpwg,I only drive Lyft because you can rate based on tip. I can finally retaliate against no tip trips! It’s always the nicest “seeming” people too. 1 star bitches!!,2024-04-06T19:19:19Z
2024-03-31T23:56:50Z,@Mystories806,18rEHyZtpwg,I don’t want to know them … they mske money from the vidro while they encourge you to drive for those Uber and Lyft for less than the minimum wage,2024-03-31T23:56:50Z
2024-03-23T06:02:27Z,@thomasdowen9959,18rEHyZtpwg,How do I view the whole map when driving  half the screen is blocked by silver information and upcoming rides. How do you move that out-of-the-way so you can see your full map and help would be greatly appreciated. You have a great channel. I just discovered has been very helpful to me. Thank you.,2024-03-23T06:02:27Z
2024-03-13T00:31:52Z,@mgicdncer,18rEHyZtpwg,"Bonusses now are so low, that I don't even try.",2024-03-13T00:31:52Z
2024-02-25T19:37:48Z,@jamesheath1025,18rEHyZtpwg,Good info sir.,2024-02-25T19:37:48Z
2024-01-19T18:32:38Z,@DaveWarren-rn3hj,18rEHyZtpwg,"Hello I am lyft driver with 8k rides right. So I took a long break and recently started driving again for the holidays last december.
I didn't switch my lyft direct on so lyft hasn't paid me for at least $320. I have contacted support 5 times. The last three time the support staff stated that they have escalated the issue to another department.
Now today, support has stone walled me. Not only is it demoralizing that lyft doesn't have a driver support phone number anymore, now they haven't sent me any notifications about my serious issue!
In the past, there has been a notification from support if I was ever owed missing earnings. Now there is No communication at all?
I sense some low moral at lyft. Are they on the verge of collapse?
You would think that the drivers would be the backbone of the company? More like the executives and the software engineers are the center of that company.
How would you contact outside of lyft if they would not communicate with you about your missing $320 ?
Thanks",2024-01-19T18:32:38Z
2024-01-03T21:49:52Z,@rattandroll2010,18rEHyZtpwg,Back to back Lyft request? Never heard of them!,2024-01-03T21:49:52Z
2024-01-03T15:03:12Z,@Aesop101,18rEHyZtpwg,Anybody knows of an insurance company I can add for rideshare my present one does not do insurance for rideshare,2024-01-03T15:03:12Z
2024-01-03T14:53:35Z,@Aesop101,18rEHyZtpwg,Why is it some jobs go on the map kind of like up for grabs and some are sent directly to you?,2024-01-03T14:53:35Z
2023-12-28T05:18:34Z,@BostonSteve922,18rEHyZtpwg,Thank you I’m always getting slammed with new ride requests while I currently have a passenger in my car,2023-12-28T05:18:34Z
2023-12-20T21:10:56Z,@2025bluesnake,18rEHyZtpwg,"Don't trust him

Hello, I'm Lyft's driver. I'll tell you. Lyft takes 70% and gives 30% to the driver. And when the car gets stuck in traffic, it charges passengers for traffic and gets all the money, but only about 0.45 cents to the driver. And when it arrives, it takes 5 minutes, which also charges passengers a lot of money and gives drivers 0.07 cents. Lyft and Uber need a thorough investigation",2023-12-20T21:10:56Z
2023-12-21T03:39:39Z,@2024bluesnake,18rEHyZtpwg,You right 👍👍👍,2023-12-21T03:39:39Z
2023-12-19T09:54:34Z,@chuckschickbaldtacos,18rEHyZtpwg,All of you ride share people really failed in life,2023-12-19T09:54:34Z
2023-12-10T01:13:35Z,@jacksonbhunt,18rEHyZtpwg,Awesome tips!,2023-12-10T01:13:35Z
2023-11-20T17:45:26Z,@2024bluesnake,18rEHyZtpwg,Im lyft driver  they scam passager paid $28 lyft gave me $10.01,2023-11-20T17:45:26Z
2023-11-14T01:08:06Z,@2024bluesnake,18rEHyZtpwg,"When i drive bonus zone  when i get there bonus zone disappear 😮😮 lyft is scam  passenger ask me i paid $28 how much u got driver????
They gave me $8 
Passenger said😮😮 oh my goshhhhhh",2023-11-14T01:08:06Z
2023-11-11T02:00:19Z,@shirshah7775,18rEHyZtpwg,❤,2023-11-11T02:00:19Z
2023-11-02T19:43:21Z,@positiveaffirmation2023,18rEHyZtpwg,Lyft is an rip off today I drove one hour my earnings was $0 I contacted Lyft they blamed me for canceling the trip I completed the trip I stop as the customer requested to an liquor store & drop him off I cannot believe this second bad experience,2023-11-02T19:43:21Z
2023-10-19T19:02:13Z,@fpartidafpartida,18rEHyZtpwg,Can the rider see how you rated them and then retaliate rate you?,2023-10-19T19:02:13Z
2023-10-08T13:37:41Z,@purerubies7594,18rEHyZtpwg,Can riders request a previous driver?,2023-10-08T13:37:41Z
2023-10-07T14:40:10Z,@jayhafe,18rEHyZtpwg,"I wish I could adjust ride types while I’m on (or on my way to) a trip. 
I drive an XL. Sometimes I’ll take a standard Lyft ride if I’ve got a ride bonus. But while I’m on that trip I’d like to switch back to XL only like I can with Uber.",2023-10-07T14:40:10Z
2023-09-28T16:18:18Z,@angelpacheco4664,18rEHyZtpwg,One time a passenger asked me if I wanted to talk about astrology. I told the passenger I had my own chart in the car. I went on to explain if they gave me a tip they would get five stars no tip got you four stars if you annoy me get you three star if you get sick in my car you get two stars if any of us gets bitten you get one start. Needless to say she gave a tip. I told Lyft office about this and he said I should have a sign made for the car. That's why I like the 24-hours time given to rate the passengers,2023-09-28T16:18:18Z
2023-09-24T06:51:40Z,@eddyfairbanks4150,18rEHyZtpwg,👍,2023-09-24T06:51:40Z
2023-09-15T14:18:11Z,@drizzydre8093,18rEHyZtpwg,Thank you bro 🙏🏽,2023-09-15T14:18:11Z
2023-09-04T20:44:44Z,@Crashphoenix666,18rEHyZtpwg,Up front pricing is such a scam and money loser in most cases.,2023-09-04T20:44:43Z
2023-08-31T10:06:30Z,@saliu105,18rEHyZtpwg,My account was deactivated & no support could help me. Luckily i saw recommendation about team_techz who unlocked it successfully. I'm back on the road working.,2023-08-31T10:06:30Z
2023-08-31T09:31:01Z,@saliu105,18rEHyZtpwg,I got deactivated a months ago and luckily I came across many recommendations about team_techz I contacted him and I got fixed permanently.,2023-08-31T09:31:01Z
2023-08-23T07:57:11Z,@jameswhite3232,18rEHyZtpwg,Never change the address for the customer. It’s a scam that customers want you to do it so they can get a cheaper fare. I’ve seen this done a lot for. They took date a driver to come get them. Did they change the address to a cheaper distance?,2023-08-23T07:58:01Z
2023-08-20T15:59:28Z,@tracywright6437,18rEHyZtpwg,Thank you so much☺️♥️,2023-08-20T15:59:28Z
2023-08-22T07:26:02Z,@Therideshareguy,18rEHyZtpwg,Any time!,2023-08-22T07:26:01Z
2023-08-16T16:19:39Z,@HandyDJs,18rEHyZtpwg,"Thanks for the tip. I knew it all except it bever occured to me to wind down the day by rating all passengers based on whether or not they tipped or were an inconvenience. That is an awesome idea.  I'd say 5* for everyone who tips and deduct a point for each of the following: 1. bad odors, 2. Leaving a mess, 3. Not tipping, 4. Inconvenience, 5. Not tipping when i helped carry their luggage.",2023-08-16T16:19:39Z
2023-08-16T05:04:07Z,@JuicyFashion11,18rEHyZtpwg,I’ve never been able to see upfront fares.,2023-08-16T05:04:07Z
2023-08-16T01:37:22Z,@RyanDavis-r3r,18rEHyZtpwg,"I am a new driver as of about a month ago and I was unfairly deactivated the other night. I have a 5 star rating & high driving score and yet a couple unfair passenger complaints got me deactivated. I have a clean criminal record and clean driving record and yet, Lyft is unfairly terminating me over a couple complaints. It's like my driving record and my Lyft ranking all mean nothing. They refuse to even tell me what the complaints were or which passengers left the complaints. I reached out to 2 support agents and they both gave me no information and refused to reactivate me. I ALWAYS drive safely and make sure everyone has their seatbelt on. Is anyone able to help me or point ne in the right direction? I have looked forward to doing Lyft for years & it is my only source of income. I am heartbroken, stressed, and confused.",2023-08-16T01:37:22Z
2024-08-07T20:26:20Z,@coreyclare3328,18rEHyZtpwg,Keep trying. They suspended me for 14 days for no reason and I emailed everyday until they got sick of me and asked me to resend all document and I got back on Sunday past. This is my sole income with Uber for the last 8 years so I know the stress you’re feeling right now.,2024-08-07T20:26:20Z
2024-08-08T19:26:50Z,@itsYourChance,18rEHyZtpwg,Hope they listen and restore your acct soon🙏,2024-08-08T19:26:50Z
2023-08-15T18:52:22Z,@johndendo2075,18rEHyZtpwg,This is meaningless 😝😝,2023-08-15T18:52:22Z
2023-08-06T15:06:03Z,@Bbbbbbbbbbb-f1w,18rEHyZtpwg,All these LYFT drivers are doing is driving for free. Whatever little money they make they’ll need for future car repairs or another car. It’s ridiculous 😂,2023-08-06T15:06:03Z
2024-01-05T06:05:30Z,@CourBarone,18rEHyZtpwg,Nah not with a tiny hybrid,2024-01-05T06:05:30Z
2024-04-06T19:19:50Z,@idleoutcaster,18rEHyZtpwg,What are you driving an F250?! 😂,2024-04-06T19:19:50Z
2024-08-20T17:51:46Z,@tone12682,18rEHyZtpwg,The vehicle you are using is definitely key. I made the mistake using my Dodge charger rt so you know I was cussing at the pump... But now I have a Kia forte with over 30 mpg. But what also helps is I only drive part time to build up my weekly income with my full-time job. So I understand each person or situation is different,2024-08-20T17:51:46Z
2024-08-31T03:14:22Z,@geovannihernandez3773,18rEHyZtpwg,"I buy a ford focus 2015 for $3000  and I make $1000 to $1500 a week I have for 5 months, buy a chip car no a luxury",2024-08-31T03:14:22Z
2023-08-05T02:31:19Z,@ragnarsbrother6049,18rEHyZtpwg,What to get embroidered on the back of your headrests: 'Your waiter brings your food...you trust me with your life.',2023-08-05T02:31:19Z
2023-09-28T16:23:43Z,@angelpacheco4664,18rEHyZtpwg,"I want it to say, ""I'm going home tonight because I have my seat belt on.""",2023-09-28T16:24:00Z
2023-08-04T21:19:14Z,@hectorrodrig,18rEHyZtpwg,"On the left side all the way the bottom there is a button that can access the last ride while one is enroute to either pickup or drop-off because while the car is moving, Lyft disables toggling features for safety purposes.",2023-08-22T11:12:23Z
2023-08-01T16:58:39Z,@tjayd1913,18rEHyZtpwg,Am I trippin or does it seem like when goes up we get paid less??,2023-08-01T16:58:39Z
